year,country,co2,co2_per_capita,trade_co2,coal_co2,cement_co2,oil_co2,gas_co2,gas_co2_per_capita,co2_growth_prct,share_global_co2
1930,Venezuela,0.026,0.007,,0.026,,,,,-98.68,0.0
1931,Venezuela,0.004,0.001,,0.004,,,,,-85.51,0.0
1932,Venezuela,3.807,1.035,,0.004,,2.742,1.062,0.288,102318.51,0.12
1933,Venezuela,2.821,0.756,,0.015,,1.751,1.055,0.283,-25.89,0.08
1934,Venezuela,5.225,1.382,,,,4.063,1.161,0.307,85.19,0.14
1935,Venezuela,5.991,1.563,,0.004,0.011,4.749,1.227,0.32,14.65,0.16
1936,Venezuela,3.166,0.815,,0.015,0.018,1.858,1.275,0.328,-47.16,0.08
1937,Venezuela,9.398,2.386,,0.018,0.022,8.031,1.326,0.337,196.88,0.21
1938,Venezuela,6.122,1.533,,0.015,0.018,4.48,1.609,0.403,-34.85,0.15
1939,Venezuela,6.998,1.723,,0.007,0.044,6.947,,,14.3,0.16
1940,Venezuela,12.344,2.981,,0.015,0.044,12.285,,,76.39,0.25
1941,Venezuela,15.059,3.555,,0.015,0.058,13.956,1.03,0.243,21.99,0.3
1942,Venezuela,11.548,2.658,,0.026,0.062,10.619,0.842,0.194,-23.31,0.23
1943,Venezuela,10.332,2.313,,0.029,0.055,9.559,0.689,0.154,-10.53,0.21
1944,Venezuela,15.125,3.292,,0.026,0.058,13.912,1.129,0.246,46.38,0.3
1945,Venezuela,15.755,3.334,,0.018,0.058,14.378,1.3,0.275,4.17,0.37
1946,Venezuela,80.051,16.472,,0.011,0.062,78.384,1.594,0.328,408.11,1.73
1947,Venezuela,20.496,4.101,,0.007,0.073,18.174,2.242,0.449,-74.4,0.4
1948,Venezuela,25.552,4.971,,0.007,0.105,23.101,2.338,0.455,24.67,0.47
1949,Venezuela,28.717,5.417,,0.004,0.142,26.41,2.162,0.408,12.39,0.55
1950,Venezuela,38.276,6.982,,0.004,0.247,7.903,2.305,0.42,33.28,0.64
1951,Venezuela,47.38,8.274,,0.077,0.305,10.545,2.972,0.519,23.79,0.74
1952,Venezuela,50.743,8.493,,0.07,0.414,10.882,3.613,0.605,7.1,0.78
1953,Venezuela,47.855,7.686,,0.081,0.487,10.168,4.481,0.72,-5.69,0.72
1954,Venezuela,51.199,7.898,,0.088,0.6,10.731,5.049,0.779,6.99,0.75
1955,Venezuela,59.751,8.859,,0.084,0.632,16.972,5.668,0.84,16.7,0.8
1956,Venezuela,65.008,9.271,,0.084,0.716,17.37,6.177,0.881,8.8,0.82
1957,Venezuela,69.583,9.551,,0.095,0.865,17.826,7.475,1.026,7.04,0.85
1958,Venezuela,54.455,7.198,,0.099,0.799,6.917,8.104,1.071,-21.74,0.65
1959,Venezuela,65.149,8.299,,0.092,0.927,19.801,8.648,1.102,19.64,0.74
1960,Venezuela,57.017,7.003,,0.095,0.734,14.883,9.501,1.167,-12.48,0.61
1961,Venezuela,51.88,6.147,,0.114,0.749,11.542,10.113,1.198,-9.01,0.55
1962,Venezuela,54.056,6.183,,0.377,0.76,8.043,10.692,1.223,4.19,0.55
1963,Venezuela,56.152,6.203,,0.451,0.781,13.113,11.56,1.277,3.88,0.55
1964,Venezuela,56.55,6.036,,0.531,0.916,11.216,12.719,1.358,0.71,0.52
1965,Venezuela,60.73,6.266,,0.568,1.043,13.561,13.473,1.39,7.39,0.54
1966,Venezuela,56.974,5.685,,0.473,1.043,10.611,14.326,1.429,-6.18,0.48
1967,Venezuela,65.752,6.347,,0.597,1.112,13.041,15.694,1.515,15.41,0.54
1968,Venezuela,65.572,6.127,,0.982,1.207,13.488,16.199,1.514,-0.27,0.51
1969,Venezuela,68.933,6.239,,0.81,1.058,16.055,16.674,1.509,5.13,0.5
1970,Venezuela,74.489,6.536,,0.923,1.308,17.161,18.784,1.648,8.06,0.5
1971,Venezuela,62.5,5.321,,0.495,1.385,10.654,19.568,1.666,-16.1,0.4
1972,Venezuela,62.514,5.167,,0.546,1.475,13.952,19.781,1.635,0.02,0.39
1973,Venezuela,66.433,5.334,,0.982,1.686,13.374,23.618,1.896,6.27,0.39
1974,Venezuela,75.058,5.856,,0.704,1.726,31.124,24.304,1.896,12.98,0.44
1975,Venezuela,63.75,4.833,,0.671,1.73,32.148,23.629,1.792,-15.06,0.37
1976,Venezuela,57.273,4.22,,0.539,1.738,26.317,22.301,1.643,-10.16,0.32
1977,Venezuela,63.65,4.558,,1.07,1.534,30.017,25.107,1.798,11.13,0.34
1978,Venezuela,68.591,4.775,,0.374,1.665,35.797,25.956,1.807,7.76,0.36
1979,Venezuela,76.447,5.175,,0.601,1.922,38.798,30.037,2.034,11.45,0.39
1980,Venezuela,90.641,5.97,,0.733,2.327,49.79,32.903,2.167,18.57,0.46
1981,Venezuela,91.792,5.885,,0.271,2.328,53.368,31.625,2.027,1.27,0.48
1982,Venezuela,93.201,5.819,,0.381,2.579,53.379,32.949,2.057,1.54,0.49
1983,Venezuela,92.908,5.65,,0.502,2.096,52.28,34.234,2.082,-0.31,0.49
1984,Venezuela,93.003,5.511,,0.634,2.242,48.654,37.633,2.23,0.1,0.47
1985,Venezuela,101.027,5.833,,0.326,2.469,58.118,36.578,2.112,8.63,0.5
1986,Venezuela,109.24,6.147,,0.337,2.665,59.152,41.015,2.308,8.13,0.53
1987,Venezuela,110.661,6.069,,0.399,2.815,58.404,40.971,2.247,1.3,0.52
1988,Venezuela,115.752,6.19,,0.663,2.838,61.335,42.763,2.287,4.6,0.52
1989,Venezuela,108.571,5.665,,1.026,2.051,60.731,39.047,2.037,-6.2,0.48
1990,Venezuela,121.823,6.205,-27.561,1.216,2.366,68.352,42.345,2.157,12.21,0.54
1991,Venezuela,115.052,5.725,-17.306,1.139,2.864,60.428,43.076,2.144,-5.56,0.5
1992,Venezuela,105.577,5.136,-10.513,1.231,2.974,73.771,19.339,0.941,-8.24,0.47
1993,Venezuela,123.966,5.898,-15.092,1.004,3.087,69.248,39.836,1.895,17.42,0.54
1994,Venezuela,129.531,6.032,-20.359,0.762,3.123,63.444,50.041,2.33,4.49,0.56
1995,Venezuela,132.876,6.059,-16.518,0.018,3.456,59.965,57.166,2.607,2.58,0.57
1996,Venezuela,122.338,5.465,-23.203,0.059,3.401,46.681,64.122,2.864,-7.93,0.51
1997,Venezuela,133.483,5.845,-14.478,0.125,3.664,55.504,65.668,2.875,9.11,0.55
1998,Venezuela,166.804,7.162,-11.465,3.517,3.686,77.442,80.278,3.447,24.96,0.69
1999,Venezuela,172.563,7.269,-55.627,0.132,3.817,90.53,77.798,3.277,3.45,0.7
2000,Venezuela,151.87,6.278,-64.089,0.476,3.859,84.792,53.366,2.206,-11.99,0.6
2001,Venezuela,171.975,6.978,-51.555,0.176,3.863,100.679,60.87,2.47,13.24,0.68
2002,Venezuela,192.747,7.679,-88.045,0.066,3.076,125.554,55.711,2.22,12.08,0.74
2003,Venezuela,191.458,7.493,-54.845,0.158,3.348,127.683,51.824,2.028,-0.67,0.7
2004,Venezuela,151.268,5.819,-40.786,,2.151,87.559,51.102,1.966,-20.99,0.53
2005,Venezuela,163.823,6.198,-46.189,0.136,2.468,95.572,52.036,1.969,8.3,0.55
2006,Venezuela,160.16,5.965,-51.322,0.649,4.649,99.166,45.73,1.703,-2.24,0.52
2007,Venezuela,149.924,5.502,-34.422,0.403,3.32,85.646,46.734,1.715,-6.39,0.48
2008,Venezuela,168.69,6.104,-36.51,0.513,3.253,102.251,45.027,1.629,12.52,0.53
2009,Venezuela,169.573,6.05,-3.574,0.861,3.139,105.01,43.726,1.56,0.52,0.54
2010,Venezuela,184.084,6.473,-24.012,0.755,2.811,119.985,47.683,1.677,8.56,0.55
2011,Venezuela,175.945,6.091,-20.612,0.777,3.044,106.388,47.877,1.657,-4.42,0.51
2012,Venezuela,182.224,6.206,-8.707,0.799,3.297,106.56,49.742,1.694,3.57,0.52
2013,Venezuela,207.425,6.965,-15.678,0.795,3.465,128.255,48.511,1.629,13.83,0.59
2014,Venezuela,186.708,6.215,-0.25,0.747,3.131,106.716,46.647,1.553,-9.99,0.53
2015,Venezuela,180.124,5.988,13.7,0.498,3.237,98.139,46.435,1.544,-3.53,0.51
2016,Venezuela,169.477,5.677,12.631,0.561,2.879,83.36,48.757,1.633,-5.91,0.48
2017,Venezuela,161.536,5.494,14.166,0.311,3.166,76.961,47.825,1.627,-4.69,0.45
2018,Venezuela,120.177,4.16,21.858,0.125,2.76,46.575,41.705,1.444,-25.6,0.33
2019,Venezuela,99.175,3.478,21.369,0.076,2.76,33.594,33.733,1.183,-17.48,0.27
2020,Venezuela,84.609,2.975,,0.05,2.76,28.056,24.732,0.87,-14.69,0.24
1892,Vietnam,0.213,0.019,,0.213,,,,,,0.02
1893,Vietnam,0.663,0.06,,0.663,,,,,212.07,0.05
1894,Vietnam,0.304,0.027,,0.304,,,,,-54.14,0.02
1895,Vietnam,0.18,0.016,,0.18,,,,,-40.96,0.01
1896,Vietnam,0.363,0.032,,0.363,,,,,102.04,0.02
1897,Vietnam,0.524,0.046,,0.524,,,,,44.44,0.03
1898,Vietnam,0.656,0.058,,0.656,,,,,25.17,0.04
1899,Vietnam,0.733,0.064,,0.733,,,,,11.73,0.04
1900,Vietnam,0.513,0.044,,0.513,,,,,-30.0,0.03
1901,Vietnam,0.502,0.042,,0.502,,,,,-2.14,0.02
1902,Vietnam,0.399,0.032,,0.399,,,,,-20.44,0.02
1903,Vietnam,0.557,0.042,,0.557,,,,,39.45,0.02
1904,Vietnam,0.802,0.057,,0.802,,,,,44.08,0.04
1905,Vietnam,0.791,0.054,,0.791,,,,,-1.37,0.03
1906,Vietnam,0.835,0.054,,0.835,,,,,5.56,0.03
1907,Vietnam,0.85,0.052,,0.85,,,,,1.75,0.03
1908,Vietnam,0.92,0.054,,0.92,,,,,8.19,0.03
1909,Vietnam,1.019,0.057,,1.019,,,,,10.76,0.04
1910,Vietnam,1.323,0.072,,1.323,,,,,29.86,0.04
1911,Vietnam,1.158,0.062,,1.158,,,,,-12.47,0.04
1912,Vietnam,1.14,0.06,,1.14,,,,,-1.58,0.04
1913,Vietnam,1.352,0.072,,1.352,,,,,18.65,0.04
1914,Vietnam,1.645,0.088,,1.645,,,,,21.68,0.05
1915,Vietnam,1.707,0.092,,1.707,,,,,3.79,0.05
1916,Vietnam,1.817,0.098,,1.817,,,,,6.44,0.05
1917,Vietnam,1.737,0.094,,1.737,,,,,-4.44,0.05
1918,Vietnam,1.689,0.092,,1.689,,,,,-2.74,0.05
1919,Vietnam,1.766,0.097,,1.766,,,,,4.56,0.06
1920,Vietnam,1.858,0.102,,1.858,,,,,5.19,0.05
1921,Vietnam,2.444,0.135,,2.444,,,,,31.56,0.08
1922,Vietnam,2.627,0.146,,2.627,,,,,7.5,0.08
1923,Vietnam,2.803,0.156,,2.803,,,,,6.69,0.08
1924,Vietnam,3.279,0.184,,3.279,,,,,16.99,0.09
1925,Vietnam,3.616,0.204,,3.616,,,,,10.28,0.1
1926,Vietnam,3.422,0.193,,3.422,,,,,-5.37,0.09
1927,Vietnam,3.957,0.225,,3.957,,,,,15.63,0.1
1928,Vietnam,5.297,0.302,,5.218,0.08,,,,33.87,0.13
1929,Vietnam,5.323,0.304,,5.232,0.091,,,,0.48,0.13
1930,Vietnam,5.272,0.301,,5.188,0.084,,,,-0.96,0.13
1931,Vietnam,4.656,0.265,,4.58,0.076,,,,-11.68,0.13
1932,Vietnam,4.627,0.262,,4.543,0.084,,,,-0.63,0.15
1933,Vietnam,4.275,0.241,,4.221,0.055,,,,-7.6,0.13
1934,Vietnam,4.283,0.24,,4.225,0.058,,,,0.17,0.12
1935,Vietnam,4.763,0.265,,4.708,0.055,,,,11.21,0.13
1936,Vietnam,5.873,0.324,,5.8,0.073,,,,23.31,0.14
1937,Vietnam,6.239,0.342,,6.123,0.116,,,,6.23,0.14
1938,Vietnam,6.352,0.346,,6.221,0.131,,,,1.82,0.15
1939,Vietnam,7.092,0.382,,6.94,0.153,,,,11.65,0.16
1940,Vietnam,6.77,0.358,,6.632,0.138,,,,-4.54,0.14
1941,Vietnam,6.327,0.328,,6.178,0.149,,,,-6.55,0.13
1942,Vietnam,3.385,0.171,,3.298,0.087,,,,-46.5,0.07
1943,Vietnam,2.769,0.136,,2.708,0.062,,,,-18.18,0.06
1944,Vietnam,1.425,0.068,,1.425,,,,,-48.54,0.03
1945,Vietnam,0.616,0.029,,0.612,0.004,,,,-56.81,0.01
1946,Vietnam,0.714,0.032,,0.696,0.018,,,,16.05,0.02
1947,Vietnam,0.711,0.031,,0.692,0.018,,,,-0.51,0.01
1948,Vietnam,1.0,0.042,,0.953,0.047,,,,40.7,0.02
1949,Vietnam,1.077,0.044,,1.0,0.076,,,,7.67,0.02
1950,Vietnam,1.48,0.06,,1.039,0.073,0.367,,,37.44,0.02
1951,Vietnam,1.285,0.051,,0.623,0.105,0.557,,,-13.14,0.02
1952,Vietnam,1.864,0.072,,1.0,0.113,0.751,,,45.04,0.03
1953,Vietnam,1.75,0.066,,0.623,0.145,0.982,,,-6.11,0.03
1954,Vietnam,2.67,0.098,,1.396,0.127,1.147,,,52.55,0.04
1955,Vietnam,3.524,0.125,,2.198,0.149,1.176,,,31.97,0.05
1956,Vietnam,2.908,0.1,,1.587,0.098,1.224,,,-17.46,0.04
1957,Vietnam,2.876,0.096,,1.358,0.08,1.438,,,-1.13,0.04
1958,Vietnam,5.015,0.163,,3.107,0.149,1.759,,,74.39,0.06
1959,Vietnam,6.605,0.208,,4.609,0.189,1.806,,,31.7,0.07
1960,Vietnam,7.484,0.229,,5.489,0.2,1.795,,,13.31,0.08
1961,Vietnam,7.978,0.237,,5.727,0.225,2.026,,,6.61,0.08
1962,Vietnam,9.338,0.269,,7.123,0.229,1.986,,,17.04,0.1
1963,Vietnam,9.11,0.255,,6.69,0.243,2.176,,,-2.43,0.09
1964,Vietnam,11.788,0.32,,7.258,0.356,4.173,,,29.39,0.11
1965,Vietnam,13.15,0.347,,7.687,0.469,4.994,,,11.56,0.12
1966,Vietnam,19.181,0.492,,8.073,0.436,10.672,,,45.86,0.16
1967,Vietnam,22.962,0.573,,6.822,0.462,15.678,,,19.71,0.19
1968,Vietnam,23.601,0.573,,7.222,0.316,16.063,,,2.78,0.18
1969,Vietnam,27.056,0.64,,7.233,0.367,19.456,,,14.64,0.2
1970,Vietnam,28.173,0.649,,7.288,0.389,20.496,,,4.13,0.19
1971,Vietnam,24.504,0.551,,6.764,0.376,17.364,,,-13.02,0.16
1972,Vietnam,23.035,0.506,,5.1,0.245,17.69,,,-5.99,0.14
1973,Vietnam,25.068,0.538,,7.35,0.373,17.345,,,8.83,0.15
1974,Vietnam,19.058,0.4,,8.781,0.339,9.939,,,-23.97,0.11
1975,Vietnam,21.771,0.447,,12.177,0.337,9.257,,,14.24,0.13
1976,Vietnam,13.899,0.279,,11.391,0.357,2.151,,,-36.16,0.08
1977,Vietnam,15.247,0.3,,12.568,0.404,2.275,,,9.7,0.08
1978,Vietnam,15.388,0.296,,12.124,0.402,2.862,,,0.92,0.08
1979,Vietnam,16.25,0.306,,12.615,0.344,3.29,,,5.6,0.08
1980,Vietnam,16.789,0.309,,12.736,0.301,3.752,,,3.32,0.09
1981,Vietnam,17.695,0.319,,13.267,0.255,4.155,0.018,0.0,5.4,0.09
1982,Vietnam,18.342,0.323,,13.528,0.373,4.4,0.04,0.001,3.65,0.1
1983,Vietnam,19.27,0.331,,13.89,0.429,4.814,0.136,0.002,5.06,0.1
1984,Vietnam,17.495,0.294,,11.674,0.505,5.199,0.117,0.002,-9.21,0.09
1985,Vietnam,21.097,0.346,,14.839,0.594,5.591,0.073,0.001,20.59,0.1
1986,Vietnam,20.585,0.33,,14.092,0.696,5.72,0.077,0.001,-2.43,0.1
1987,Vietnam,23.297,0.366,,16.063,0.756,6.401,0.077,0.001,13.18,0.11
1988,Vietnam,23.073,0.354,,13.951,0.884,7.959,0.055,0.001,-0.96,0.1
1989,Vietnam,17.398,0.261,,8.537,0.895,7.379,0.015,0.0,-24.59,0.08
1990,Vietnam,21.299,0.313,1.902,11.058,1.117,9.116,0.007,0.0,22.42,0.09
1991,Vietnam,21.376,0.308,1.733,11.998,1.334,8.04,0.004,0.0,0.36,0.09
1992,Vietnam,21.466,0.303,1.696,10.981,1.769,8.717,,,0.43,0.1
1993,Vietnam,22.853,0.316,2.232,8.896,1.847,12.11,,,6.46,0.1
1994,Vietnam,26.169,0.355,2.246,10.911,2.056,13.201,,,14.51,0.11
1995,Vietnam,28.697,0.383,2.375,12.549,2.536,13.187,0.425,0.006,9.66,0.12
1996,Vietnam,34.206,0.45,3.243,14.748,2.85,15.982,0.627,0.008,19.2,0.14
1997,Vietnam,44.517,0.577,0.812,21.528,3.451,18.398,1.14,0.015,30.14,0.18
1998,Vietnam,46.791,0.599,0.222,21.682,4.168,19.044,1.898,0.024,5.11,0.19
1999,Vietnam,46.89,0.593,-3.583,20.031,4.464,20.236,2.158,0.027,0.21,0.19
2000,Vietnam,52.601,0.658,-4.11,20.716,5.628,23.193,3.063,0.038,12.18,0.21
2001,Vietnam,59.654,0.739,-5.239,24.952,6.574,25.564,2.565,0.032,13.41,0.23
2002,Vietnam,68.499,0.84,-5.073,27.49,8.274,28.636,4.1,0.05,14.83,0.26
2003,Vietnam,76.048,0.924,8.429,31.974,9.366,29.501,5.206,0.063,11.02,0.28
2004,Vietnam,87.743,1.056,6.676,34.792,10.301,33.891,8.76,0.106,15.38,0.31
2005,Vietnam,94.694,1.13,6.803,39.458,11.983,33.859,9.394,0.112,7.92,0.32
2006,Vietnam,98.626,1.166,11.111,42.744,12.258,32.412,11.212,0.132,4.15,0.32
2007,Vietnam,100.362,1.175,17.136,36.463,14.063,37.357,12.479,0.146,1.76,0.32
2008,Vietnam,113.327,1.314,20.322,43.642,15.363,40.421,13.901,0.161,12.92,0.35
2009,Vietnam,123.443,1.417,20.038,45.489,19.239,43.341,15.374,0.176,8.93,0.39
2010,Vietnam,138.585,1.575,18.549,47.463,23.77,49.303,18.049,0.205,12.27,0.42
2011,Vietnam,151.231,1.702,15.67,59.551,28.223,47.178,16.279,0.183,9.12,0.44
2012,Vietnam,142.552,1.587,20.14,52.267,28.118,44.21,17.957,0.2,-5.74,0.41
2013,Vietnam,149.22,1.644,39.393,56.275,30.316,43.909,18.719,0.206,4.68,0.42
2014,Vietnam,169.006,1.843,28.715,70.517,32.694,46.196,19.599,0.214,13.26,0.48
2015,Vietnam,193.004,2.082,12.649,83.191,34.298,55.052,20.463,0.221,14.2,0.54
2016,Vietnam,192.766,2.059,5.953,81.561,36.822,54.015,20.368,0.218,-0.12,0.54
2017,Vietnam,195.249,2.064,2.973,77.68,42.735,56.957,17.877,0.189,1.29,0.54
2018,Vietnam,223.718,2.342,-9.171,94.927,49.637,60.599,18.554,0.194,14.58,0.61
2019,Vietnam,260.312,2.699,-27.036,124.026,52.855,64.506,18.925,0.196,16.36,0.71
2020,Vietnam,254.303,2.613,,126.085,53.038,58.445,16.735,0.172,-2.31,0.73
2001,Wallis and Futuna,0.015,0.988,,,,0.015,,,,0.0
2002,Wallis and Futuna,0.026,1.711,,,,0.026,,,75.0,0.0
2003,Wallis and Futuna,0.026,1.699,,,,0.026,,,0.0,0.0
2004,Wallis and Futuna,0.026,1.699,,,,0.026,,,0.0,0.0
2005,Wallis and Futuna,0.029,1.962,,,,0.029,,,14.29,0.0
2006,Wallis and Futuna,0.029,2.007,,,,0.029,,,0.0,0.0
2007,Wallis and Futuna,0.029,2.075,,,,0.029,,,0.0,0.0
2008,Wallis and Futuna,0.022,1.619,,,,0.022,,,-25.0,0.0
2009,Wallis and Futuna,0.029,2.242,,,,0.029,,,33.33,0.0
2010,Wallis and Futuna,0.029,2.311,,,,0.029,,,0.0,0.0
2011,Wallis and Futuna,0.026,2.058,,,,0.026,,,-12.5,0.0
2012,Wallis and Futuna,0.026,2.074,,,,0.026,,,0.0,0.0
2013,Wallis and Futuna,0.022,1.78,,,,0.022,,,-14.29,0.0
2014,Wallis and Futuna,0.022,1.782,,,,0.022,,,0.0,0.0
2015,Wallis and Futuna,0.022,1.793,,,,0.022,,,0.0,0.0
2016,Wallis and Futuna,0.026,2.12,,,,0.026,,,16.67,0.0
2017,Wallis and Futuna,0.026,2.156,,,,0.026,,,0.0,0.0
2018,Wallis and Futuna,0.026,2.201,,,,0.026,,,0.0,0.0
2019,Wallis and Futuna,0.026,2.312,,,,0.026,,,3.08,0.0
2020,Wallis and Futuna,0.026,2.354,,,,0.026,,,0.14,0.0
1750,World,9.351,0.012,,9.351,,,,,,100.0
1751,World,9.351,,,9.351,,,,,0.0,100.0
1752,World,9.354,,,9.354,,,,,0.04,100.0
1753,World,9.354,,,9.354,,,,,0.0,100.0
1754,World,9.358,,,9.358,,,,,0.04,100.0
1755,World,9.362,,,9.362,,,,,0.04,100.0
1756,World,10.006,,,10.006,,,,,6.89,100.0
1757,World,10.01,,,10.01,,,,,0.04,100.0
1758,World,10.014,,,10.014,,,,,0.04,100.0
1759,World,10.017,,,10.017,,,,,0.04,100.0
1760,World,10.017,0.013,,10.017,,,,,0.0,100.0
1761,World,10.974,,,10.974,,,,,9.55,100.0
1762,World,10.977,,,10.977,,,,,0.03,100.0
1763,World,10.981,,,10.981,,,,,0.03,100.0
1764,World,10.985,,,10.985,,,,,0.03,100.0
1765,World,10.988,,,10.988,,,,,0.03,100.0
1766,World,12.26,,,12.26,,,,,11.57,100.0
1767,World,12.263,,,12.263,,,,,0.03,100.0
1768,World,12.267,,,12.267,,,,,0.03,100.0
1769,World,12.271,,,12.271,,,,,0.03,100.0
1770,World,12.274,0.015,,12.274,,,,,0.03,100.0
1771,World,13.612,,,13.612,,,,,10.9,100.0
1772,World,13.615,,,13.615,,,,,0.03,100.0
1773,World,13.619,,,13.619,,,,,0.03,100.0
1774,World,13.623,,,13.623,,,,,0.03,100.0
1775,World,13.626,,,13.626,,,,,0.03,100.0
1776,World,15.037,,,15.037,,,,,10.35,100.0
1777,World,15.041,,,15.041,,,,,0.02,100.0
1778,World,15.044,,,15.044,,,,,0.02,100.0
1779,World,15.048,,,15.048,,,,,0.02,100.0
1780,World,15.055,0.017,,15.055,,,,,0.05,100.0
1781,World,16.843,,,16.843,,,,,11.88,100.0
1782,World,16.847,,,16.847,,,,,0.02,100.0
1783,World,16.854,,,16.854,,,,,0.04,100.0
1784,World,16.858,,,16.858,,,,,0.02,100.0
1785,World,16.869,,,16.869,,,,,0.07,100.0
1786,World,19.152,,,19.152,,,,,13.53,100.0
1787,World,19.159,,,19.159,,,,,0.04,100.0
1788,World,19.163,,,19.163,,,,,0.02,100.0
1789,World,19.17,,,19.17,,,,,0.04,100.0
1790,World,19.177,0.021,,19.177,,,,,0.04,100.0
1791,World,21.42,,,21.42,,,,,11.69,100.0
1792,World,21.896,,,21.896,,,,,2.22,100.0
1793,World,21.914,,,21.914,,,,,0.08,100.0
1794,World,21.881,,,21.881,,,,,-0.15,100.0
1795,World,21.892,,,21.892,,,,,0.05,100.0
1796,World,22.951,,,22.951,,,,,4.84,100.0
1797,World,24.094,,,24.094,,,,,4.98,100.0
1798,World,25.095,,,25.095,,,,,4.15,100.0
1799,World,26.428,,,26.428,,,,,5.31,100.0
1800,World,28.092,0.028,,28.092,,,,,6.29,100.0
1801,World,27.96,0.028,,27.96,,,,,-0.47,100.0
1802,World,36.783,0.037,,36.783,,,,,31.56,100.0
1803,World,31.488,0.032,,31.488,,,,,-14.39,100.0
1804,World,34.31,0.034,,34.31,,,,,8.96,100.0
1805,World,33.419,0.033,,33.419,,,,,-2.6,100.0
1806,World,35.046,0.035,,35.046,,,,,4.87,100.0
1807,World,36.874,0.036,,36.874,,,,,5.22,100.0
1808,World,35.064,0.035,,35.064,,,,,-4.91,100.0
1809,World,35.09,0.034,,35.09,,,,,0.07,100.0
1810,World,37.38,0.037,,37.38,,,,,6.53,100.0
1811,World,39.582,0.038,,39.582,,,,,5.89,100.0
1812,World,41.007,0.04,,41.007,,,,,3.6,100.0
1813,World,41.22,0.04,,41.22,,,,,0.52,100.0
1814,World,42.129,0.04,,42.129,,,,,2.2,100.0
1815,World,43.488,0.041,,43.488,,,,,3.23,100.0
1816,World,47.665,0.045,,47.665,,,,,9.6,100.0
1817,World,49.431,0.046,,49.431,,,,,3.71,100.0
1818,World,49.644,0.046,,49.644,,,,,0.43,100.0
1819,World,49.948,0.046,,49.948,,,,,0.61,100.0
1820,World,50.688,0.046,,50.688,,,,,1.48,100.0
1821,World,51.435,0.047,,51.435,,,,,1.47,100.0
1822,World,53.465,0.048,,53.465,,,,,3.95,100.0
1823,World,56.55,0.051,,56.55,,,,,5.77,100.0
1824,World,58.525,0.052,,58.525,,,,,3.49,100.0
1825,World,60.756,0.054,,60.756,,,,,3.81,100.0
1826,World,61.42,0.054,,61.42,,,,,1.09,100.0
1827,World,65.915,0.058,,65.915,,,,,7.32,100.0
1828,World,66.637,0.058,,66.637,,,,,1.1,100.0
1829,World,66.395,0.057,,66.395,,,,,-0.36,100.0
1830,World,89.123,0.076,,89.123,,,,,34.23,100.0
1831,World,84.528,0.072,,84.528,,,,,-5.16,100.0
1832,World,85.111,0.072,,85.111,,,,,0.69,100.0
1833,World,86.807,0.073,,86.807,,,,,1.99,100.0
1834,World,88.486,0.074,,88.486,,,,,1.93,100.0
1835,World,90.446,0.076,,90.446,,,,,2.22,100.0
1836,World,104.776,0.087,,104.776,,,,,15.84,100.0
1837,World,104.691,0.087,,104.691,,,,,-0.08,100.0
1838,World,108.044,0.089,,108.044,,,,,3.2,100.0
1839,World,111.613,0.092,,111.613,,,,,3.3,100.0
1840,World,118.93,0.097,,118.93,,,,,6.56,100.0
1841,World,122.619,0.1,,122.619,,,,,3.1,100.0
1842,World,129.504,0.105,,129.504,,,,,5.61,100.0
1843,World,132.853,0.107,,132.853,,,,,2.59,100.0
1844,World,141.423,0.114,,141.423,,,,,6.45,100.0
1845,World,155.211,0.124,,155.211,,,,,9.75,100.0
1846,World,157.794,0.126,,157.794,,,,,1.66,100.0
1847,World,172.402,0.137,,172.402,,,,,9.26,100.0
1848,World,173.816,0.137,,173.816,,,,,0.82,100.0
1849,World,183.511,0.144,,183.511,,,,,5.58,100.0
1850,World,196.896,0.154,,196.896,,,,,7.29,100.0
1851,World,198.805,0.155,,198.805,,,,,0.97,100.0
1852,World,207.551,0.162,,207.551,,,,,4.4,100.0
1853,World,217.209,0.169,,217.209,,,,,4.65,100.0
1854,World,255.139,0.198,,255.139,,,,,17.46,100.0
1855,World,260.166,0.202,,260.129,,0.037,,,1.97,100.0
1856,World,277.292,0.215,,277.251,,0.04,,,6.58,100.0
1857,World,279.889,0.216,,279.838,,0.051,,,0.94,100.0
1858,World,284.172,0.219,,284.11,,0.062,,,1.53,100.0
1859,World,301.313,0.232,,301.258,,0.055,,,6.03,100.0
1860,World,330.642,0.254,,330.369,,0.274,,,9.73,100.0
1861,World,347.735,0.266,,346.794,,0.941,,,5.17,100.0
1862,World,354.057,0.27,,352.659,,1.399,,,1.82,100.0
1863,World,377.86,0.288,,376.567,,1.293,,,6.72,100.0
1864,World,407.091,0.309,,405.981,,1.11,,,7.74,100.0
1865,World,432.308,0.327,,430.988,,1.32,,,6.19,100.0
1866,World,445.971,0.336,,444.018,,1.952,,,3.16,100.0
1867,World,477.815,0.359,,475.829,,1.986,,,7.14,100.0
1868,World,490.752,0.367,,488.462,,2.29,,,2.71,100.0
1869,World,521.131,0.389,,518.515,,2.616,,,6.19,100.0
1870,World,532.537,0.395,,529.402,,3.134,,,2.19,100.0
1871,World,566.143,0.418,,562.86,,3.283,,,6.31,100.0
1872,World,626.372,0.46,,622.672,,3.699,,,10.64,100.0
1873,World,665.419,0.486,,659.747,,5.672,,,6.23,100.0
